vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
h028,みんなで,みんなで,together with everyone; all together,expression,hobby,おんがく,27,みんなで歌うと楽しいです。,みんなで うたうと たのしいです。,It's fun when everyone sings together.
h029,歌,うた,song,noun,hobby,おんがく,27,この歌を知っていますか。,この うたを しって いますか。,Do you know this song?
h030,歌う,うたう,to sing,verb,hobby,おんがく,27,好きな歌を歌います。,すきな うたを うたいます。,I sing my favorite songs.
h031,コンサート,こんさーと,concert,noun,hobby,おんがく,27,友達とコンサートへ行きます。,ともだちと こんさーとへ いきます。,I go to a concert with my friend.
h032,クラシック,くらしっく,classical music,noun,hobby,おんがく,27,母はクラシックが好きです。,ははは くらしっくが すきです。,My mother likes classical music.
h033,ジャズ,じゃず,jazz,noun,hobby,おんがく,27,夜にジャズを聞きます。,よるに じゃずを ききます。,I listen to jazz at night.
h034,ポップス,ぽっぷす,pop music,noun,hobby,おんがく,27,ポップスをよく聞きます。,ぽっぷすを よく ききます。,I often listen to pop music.
h035,ロック,ろっく,rock music,noun,hobby,おんがく,27,私はロックが好きです。,わたしは ろっくが すきです。,I like rock music.
h036,ピアノ,ぴあの,piano,noun,hobby,おんがく,27,子供のころ、ピアノを習いました。,こどもの ころ、ぴあのを ならいました。,I learned piano when I was a child.
h037,ギター,ぎたー,guitar,noun,hobby,おんがく,27,友達がギターを弾きます。,ともだちが ぎたーを ひきます。,My friend plays guitar.
h038,弾く,ひく,to play (an instrument),verb,hobby,おんがく,27,毎日ピアノを弾きます。,まいにち ぴあのを ひきます。,I play the piano every day.
h039,映画,えいが,movie; film,noun,hobby,おんがく,27,今日は好きな映画を見ます。,きょうは すきな えいがを みます。,Today I'll watch a movie I like.
h040,映画館,えいがかん,movie theater; cinema,noun,hobby,おんがく,27,友達と映画館へ行きました。,ともだちと えいがかんへ いきました。,I went to the movie theater with my friend.
h041,始まる,はじまる,to begin; to start,verb,hobby,おんがく,27,映画がもう始まります。,えいがが もう はじまります。,The movie is about to start.
h042,終わる,おわる,to end; to finish,verb,hobby,おんがく,27,映画が終わったら、家へ帰ります。,えいがが おわったら、いえへ かえります。,"When the movie ends, I'll go home."
h043,漫画,まんが,manga; comic,noun,hobby,おんがく,27,子供のころ、漫画をよく読みました。,こどもの ころ、まんがを よく よみました。,I often read manga when I was a child.
h044,アニメ,あにめ,anime; animation,noun,hobby,おんがく,27,好きなアニメを何度も見ます。,すきな あにめを なんども みます。,I watch my favorite anime many times.
h045,ゲーム,げーむ,game; video game,noun,hobby,おんがく,27,友達とゲームをすると楽しいです。,ともだちと げーむを すると たのしいです。,It's fun to play games with friends.
h046,ソフト,そふと,software; game software,noun,hobby,おんがく,27,新しいゲームソフトを買いました。,あたらしい げーむ そふとを かいました。,I bought a new game software.
h047,面白い,おもしろい,interesting; amusing; funny,adjective,hobby,おんがく,27,この映画は面白いです。,この えいがは おもしろいです。,This movie is interesting.
h048,スポーツ,すぽーつ,sports,noun,hobby,スポーツ,28,みんなでスポーツをすると楽しいです。,みんなで すぽーつを すると たのしいです。,It's fun when we play sports together.
h049,ジョギング,じょぎんぐ,jogging,noun,hobby,スポーツ,28,朝、ジョギングをします。,あさ、じょぎんぐを します。,I go jogging in the morning.
h050,スキー,すきー,skiing,noun,hobby,スポーツ,28,冬にスキーをしたいです。,ふゆに すきを したいです。,I want to ski in winter.
h051,ダンス,だんす,dance; dancing,noun,hobby,スポーツ,28,音楽を聞いてダンスをします。,おんがくを きいて だんすを します。,I dance while listening to music.
h052,泳ぐ,およぐ,to swim,verb,hobby,スポーツ,28,夏は海で泳ぎたいです。,なつは うみで およぎたいです。,I want to swim in the sea in summer.
h053,海,うみ,sea; ocean,noun,hobby,スポーツ,28,海を見ると元気になります。,うみを みると げんきに なります。,Seeing the sea cheers me up.
h054,プール,ぷーる,swimming pool,noun,hobby,スポーツ,28,友達とプールで泳ぎます。,ともだちと ぷーるで およぎます。,I swim in the pool with my friend.
h055,川,かわ,river,noun,hobby,スポーツ,28,川の近くを歩きます。,かわの ちかくを あるきます。,I walk near the river.
h056,釣り,つり,fishing,noun,hobby,スポーツ,28,父と川へ釣りに行きます。,ちちと かわへ つりに いきます。,I go fishing at the river with my father.
h057,登る,のぼる,to climb,verb,hobby,スポーツ,28,友達と山に登ります。,ともだちと やまに のぼります。,I climb a mountain with my friend.
h058,山,やま,mountain,noun,hobby,スポーツ,28,山の上から町を見ます。,やまの うえから まちを みます。,I look at the town from the top of the mountain.
h059,試合,しあい,match; game; competition,noun,hobby,スポーツ,28,明日は大切な試合があります。,あしたは たいせつな しあいが あります。,There's an important match tomorrow.
h060,勝つ,かつ,to win,verb,hobby,スポーツ,28,勝つことだけが大切ではありません。,かつ ことだけが たいせつでは ありません。,Winning isn't the only thing that matters.
h061,負ける,まける,to lose,verb,hobby,スポーツ,28,負けても、また頑張ります。,まけても、また がんばります。,"Even if I lose, I'll try again."
h062,さあ…,さあ…,well…; now then…; let's see,expression,hobby,スポーツ,28,さあ、行きましょう。,さあ、いきましょう。,"Come on, let's go."
h063,強い,つよい,strong; good at,noun,hobby,スポーツ,28,強い人は優しいです。,つよい ひとは やさしいです。,Strong people are kind.
h064,弱い,よわい,weak; poor at,adjective,hobby,スポーツ,28,弱い自分も大切です。,よわい じぶんも たいせつです。,Even my weaker self is important.
h065,サッカー,さっかー,soccer; football,noun,hobby,スポーツ,28,友達とサッカーをします。,ともだちと さっかーを します。,I play soccer with my friends.
h066,野球,やきゅう,baseball,noun,hobby,スポーツ,28,父は野球が好きです。,ちちは やきゅうが すきです。,My father likes baseball.
h067,相撲,すもう,sumo wrestling,noun,hobby,スポーツ,28,日本で相撲を見たいです。,にほんで すもうを みたいです。,I want to watch sumo in Japan.
h068,柔道,じゅうどう,judo,noun,hobby,スポーツ,28,兄は柔道を習っています。,あには じゅうどうを ならって います。,My older brother is learning judo.
h069,テニス,てにす,tennis,noun,hobby,スポーツ,28,休みの日にテニスをします。,やすみの ひに てにすを します。,I play tennis on my days off.
h070,ゴルフ,ごるふ,golf,noun,hobby,スポーツ,28,父は週末にゴルフをします。,ちちは しゅうまつに ごるふを します。,My father plays golf on weekends.
h071,天気,てんき,weather,noun,hobby,てんき,29,今日の天気はどうですか。,きょうの てんきは どうですか。,How's the weather today?
h072,いい,いい,good; nice,adjective,hobby,てんき,29,今日は天気がいいです。,きょうは てんきが いいです。,The weather is nice today.
h073,悪い,わるい,bad,adjective,hobby,てんき,29,今日は天気が悪いです。,きょうは てんきが わるいです。,The weather is bad today.
h074,いいお天気ですね,いいおてんきですね,it's nice weather; what nice weather,expression,hobby,てんき,29,今日はいいお天気ですね。,きょうは いい おてんきですね。,"It's lovely weather today, isn't it?"
h075,雨,あめ,rain,noun,hobby,てんき,29,雨の日も嫌いではありません。,あめの ひも きらいでは ありません。,I don't dislike rainy days either.
h076,雪,ゆき,snow,noun,hobby,てんき,29,雪の日は町が静かです。,ゆきの ひは まちが しずかです。,The town is quiet on snowy days.
h077,降る,ふる,to fall (rain; snow),verb,hobby,てんき,29,雨が降っています。,あめが ふって います。,It's raining.
h078,暑い,あつい,hot (weather),adjective,hobby,てんき,29,暑い日は海へ行きたいです。,あつい ひは うみへ いきたいです。,"On hot days, I want to go to the sea."
h079,涼しい,すずしい,cool; refreshing,adjective,hobby,てんき,29,夜は少し涼しいです。,よるは すこし すずしいです。,It's a little cool at night.
h080,寒い,さむい,cold (weather),adjective,hobby,てんき,29,寒い日は家にいたいです。,さむい ひは いえに いたいです。,"On cold days, I want to stay home."
h081,暖かい,あたたかい,warm,adjective,hobby,てんき,29,春は暖かくて気持ちがいいです。,はるは あたたかくて きもちが いいです。,Spring is warm and pleasant.
h082,多い,おおい,many; much,adjective,hobby,てんき,29,今日は人が多いです。,きょうは ひとが おおいです。,There are many people today.
h083,少ない,すくない,few; little,adjective,hobby,てんき,29,朝は人が少ないです。,あさは ひとが すくないです。,There are few people in the morning.
h084,思う,おもう,to think; to feel,verb,hobby,てんき,29,明日も頑張ろうと思います。,あしたも がんばろうと おもいます。,I think I'll do my best tomorrow too.
h085,たぶん,たぶん,probably; perhaps,adverb,hobby,てんき,29,たぶん明日は晴れます。,たぶん あしたは はれます。,It will probably be sunny tomorrow.
h086,きっと,きっと,surely; certainly; probably,adverb,hobby,てんき,29,きっと大丈夫です。,きっと だいじょうぶです。,I'm sure it'll be okay.
h087,傘,かさ,umbrella,noun,hobby,てんき,29,雨だから傘を持ちます。,あめだから かさを もちます。,"It's raining, so I take an umbrella."
h088,持って来る,もってくる,to bring,verb,hobby,てんき,29,明日、傘を持って来ます。,あした、かさを もって きます。,I'll bring an umbrella tomorrow.
h089,持って行く,もっていく,to take; to bring along,verb,hobby,てんき,29,雨の日は傘を持って行きます。,あめの ひは かさを もって いきます。,I take an umbrella with me on rainy days.
h090,番組,ばんぐみ,program; TV program,noun,hobby,てんき,29,夜、好きな番組を見ます。,よる、すきな ばんぐみを みます。,I watch my favorite program at night.
h091,季節,きせつ,season,noun,hobby,きせつ,30,好きな季節は春です。,すきな きせつは はるです。,My favorite season is spring.
h092,いつ,いつ,when,pronoun,hobby,きせつ,30,いつか、この花をまた見たいです。,いつか、この はなを また みたいです。,"Someday, I want to see this flower again."
h093,去年,きょねん,last year,noun,hobby,きせつ,30,去年の春を思い出します。,きょねんの はるを おもいだします。,I remember last spring.
h094,今年,ことし,this year,noun,hobby,きせつ,30,今年の夏は長いです。,ことしの なつは ながいです。,This summer is long.
h095,来年,らいねん,next year,noun,hobby,きせつ,30,来年もここへ来たいです。,らいねんも ここへ きたいです。,I want to come here again next year.
h096,一番,いちばん,number one; most; best,adverb,hobby,きせつ,30,春が一番好きです。,はるが いちばん すきです。,I like spring the most.
h097,なる,なる,to become; to get,verb,hobby,きせつ,30,春になると花が咲きます。,はるに なると はなが さきます。,"When spring comes, flowers bloom."
h098,春,はる,spring,noun,hobby,きせつ,30,春の風が好きです。,はるの かぜが すきです。,I like the spring breeze.
h099,夏,なつ,summer,noun,hobby,きせつ,30,夏の夜は少し寂しいです。,なつの よるは すこし さびしいです。,Summer nights feel a little lonely.
h100,秋,あき,autumn; fall,noun,hobby,きせつ,30,秋の月を見ながら歩きます。,あきの つきを みながら あるきます。,I walk while looking at the autumn moon.
h101,冬,ふゆ,winter,noun,hobby,きせつ,30,冬の朝は空がきれいです。,ふゆの あさは そらが きれいです。,The sky is beautiful on winter mornings.
h102,花,はな,flower,noun,hobby,きせつ,30,小さな花を見つけました。,ちいさな はなを みつけました。,I found a small flower.
h103,月,つき,moon; month,noun,hobby,きせつ,30,夜の月がきれいです。,よるの つきが きれいです。,The moon at night is beautiful.
h104,お花見,おはなみ,cherry blossom viewing,noun,hobby,きせつ,30,友達とお花見をしました。,ともだちと おはなみを しました。,I went cherry-blossom viewing with my friend.
h105,桜,さくら,cherry blossom,noun,hobby,きせつ,30,桜を見ると春を思います。,さくらを みると はるを おもいます。,Seeing cherry blossoms makes me think of spring.
h106,花火,はなび,fireworks,noun,hobby,きせつ,30,夏の夜に花火を見ました。,なつの よるに はなびを みました。,I watched fireworks on a summer night.
h107,紅葉,もみじ,maple leaves; autumn foliage,noun,hobby,きせつ,30,秋の紅葉がとてもきれいです。,あきの こうようが とても きれいです。,The autumn leaves are very beautiful.
h108,初めて,はじめて,for the first time,adverb,hobby,きせつ,30,初めてこの公園へ来ました。,はじめて この こうえんへ きました。,I came to this park for the first time.
h109,一度,いちど,once; one time,counter,hobby,きせつ,30,一度だけ、桜の下を歩きました。,いちどだけ、さくらの したを あるきました。,I walked under the cherry blossoms just once.
h110,何回も,なんかいも,many times; repeatedly,adverb,hobby,きせつ,30,この歌を何回も聞きました。,この うたを なんかいも ききました。,I listened to this song many times.
h111,一度も,いちども,not even once,adverb,hobby,きせつ,30,今年は一度も海へ行っていません。,ことしは いちども うみへ いって いません。,I haven't gone to the sea even once this year.
h112,公園,こうえん,park,noun,hobby,きせつ,30,夕方の公園を歩きます。,ゆうがたの こうえんを あるきます。,I walk through the park in the evening.
h113,散歩する,さんぽする,to take a walk; to stroll,verb,hobby,きせつ,30,花を見ながら散歩します。,はなを みながら さんぽします。,I take a walk while looking at the flowers.
h114,とても,とても,very,adverb,hobby,きせつ,30,とてもきれいな月です。,とても きれいな つきです。,It's a very beautiful moon.
h115,本当に,ほんとうに,really; truly,adverb,hobby,きせつ,30,本当に春が来たみたいです。,ほんとうに はるが きた みたいです。,It really feels like spring has come.
h116,ぜひ,ぜひ,by all means; definitely,adverb,hobby,きせつ,30,春になったら、ぜひ来てください。,はるに なったら、ぜひ きて ください。,"When spring comes, please come for sure."
h117,もちろん,もちろん,of course,noun,hobby,きせつ,30,もちろん、一緒に行きます。,もちろん、いっしょに いきます。,"Of course, I'll go with you."
s001,買い物する,かいものする,to shop; to go shopping,verb,shopping,買い物,31,花を見たあとで買い物をします。,はなを みた あとで かいものを します。,I'll go shopping after seeing the flowers.
s002,～をください,～をください,please give me [something],expression,shopping,買い物,31,これを一つください。,これを ひとつ ください。,"One of these, please."
s003,～と,～と,and; with; [quotation particle],particle,shopping,買い物,31,花とお菓子を買いました。,はなと おかしを かいました。,I bought flowers and sweets.
s004,～や,～や,[things] such as; and,particle,shopping,買い物,31,花や本を買いました。,はなや ほんを かいました。,I bought things like flowers and books.
s005,～など,～など,etc.; and so on,particle,shopping,買い物,31,本や花などを買いました。,ほんや はななどを かいました。,I bought things such as books and flowers.
s006,いくら,いくら,how much,pronoun,shopping,買い物,31,この花はいくらですか。,この はなは いくらですか。,How much is this flower?
s007,円,えん,yen,noun,shopping,買い物,31,この本は千円です。,この ほんは せんえんです。,"This book is 1,000 yen."
s008,高い,たかい,expensive; high,adjective,shopping,買い物,31,この花は少し高いです。,この はなは すこし たかいです。,This flower is a little expensive.
s009,安い,やすい,cheap; inexpensive,adjective,shopping,買い物,31,この店の花は安いです。,この みせの はなは やすいです。,The flowers at this shop are inexpensive.
s010,百,ひゃく,hundred,counter,shopping,買い物,31,百円あります。,ひゃくえん あります。,I have 100 yen.
s011,千,せん,thousand,counter,shopping,買い物,31,千円あります。,せんえん あります。,"I have 1,000 yen."
s012,万,まん,ten thousand,counter,shopping,買い物,31,一万円を持っています。,いちまんえんを もって います。,"I have 10,000 yen."
s013,億,おく,hundred million,counter,shopping,買い物,31,一億円あったら、何をしますか。,いちおくえん あったら、なにを しますか。,"If you had 100 million yen, what would you do?"
s014,一円,いちえん,one yen,counter,shopping,買い物,31,一円も大切なお金です。,いちえんも たいせつな おかねです。,Even one yen is valuable money.
s015,十円,じゅうえん,ten yen,counter,shopping,買い物,31,十円足りません。,じゅうえん たりません。,I'm ten yen short.
s016,百円,ひゃくえん,one hundred yen,counter,shopping,買い物,31,百円のお菓子を買いました。,ひゃくえんの おかしを かいました。,I bought a 100-yen snack.
s017,千円,せんえん,one thousand yen,counter,shopping,買い物,31,千円でこの本を買いました。,せんえんで この ほんを かいました。,"I bought this book for 1,000 yen."
s018,一万円,いちまんえん,ten thousand yen,counter,shopping,買い物,31,一万円で旅行のかばんを買いました。,いちまんえんで りょこうの かばんを かいました。,"I bought a travel bag for 10,000 yen."
s019,一億円,いちおくえん,one hundred million yen,counter,shopping,買い物,31,一億円あったら、海の近くに住みたいです。,いちおくえん あったら、うみの ちかくに すみたいです。,"If I had 100 million yen, I'd like to live near the sea."
s020,ちょっと,ちょっと,a little; a bit,adverb,shopping,買い物,31,これはちょっと高いです。,これは ちょっと たかいです。,This is a little expensive.
s021,では,では,well then; then; if so,expression,shopping,買い物,31,では、これをください。,では、これを ください。,"Well then, I'll take this."
s022,じゃ,じゃ,well then; then,expression,shopping,買い物,31,じゃ、これにします。,じゃ、これに します。,"Then, I'll take this one."
s023,お金,おかね,money,noun,shopping,買い物,31,お金より大切なものがあります。,おかねより たいせつな ものが あります。,There are things more important than money.
s024,払う,はらう,to pay,verb,shopping,買い物,31,お金を払います。,おかねを はらいます。,I pay the money.
s025,お釣り,おつり,change,noun,shopping,買い物,31,お釣りをもらいました。,おつりを もらいました。,I received my change.
s026,細かいお金,こまかいおかね,small change; coins,noun,shopping,買い物,31,細かいお金がありますか。,こまかい おかねが ありますか。,Do you have small change?
s027,足りる,たりる,to be enough; to suffice,verb,shopping,買い物,31,お金が足りません。,おかねが たりません。,I don't have enough money.
s028,生活,せいかつ,daily life; living,noun,shopping,買い物,31,小さな幸せのある生活が好きです。,ちいさな しあわせの ある せいかつが すきです。,I like a life with little happinesses.
s029,物価,ぶっか,prices; cost of living,noun,shopping,買い物,31,最近、物価が高いです。,さいきん、ぶっかが たかいです。,Prices have been high lately.
s030,いくつ,いくつ,how many; how old,pronoun,shopping,買い物,31,りんごはいくつありますか。,りんごは いくつ ありますか。,How many apples are there?
s031,全部で,ぜんぶで,in total,adverb,shopping,買い物,31,全部で千円です。,ぜんぶで せんえんです。,"It's 1,000 yen in total."
s032,～つ,～つ,[general counter] things/items,counter,shopping,買い物,31,りんごを三つ買いました。,りんごを みっつ かいました。,I bought three apples.
s033,一つ,ひとつ,one thing; one item,counter,shopping,買い物,31,花を一つ買いました。,はなを ひとつ かいました。,I bought one flower.
s034,二つ,ふたつ,two things; two items,counter,shopping,買い物,31,お菓子を二つください。,おかしを ふたつ ください。,"Two sweets, please."
s035,三つ,みっつ,three things; three items,counter,shopping,買い物,31,りんごを三つ食べました。,りんごを みっつ たべました。,I ate three apples.
s036,四つ,よっつ,four things; four items,counter,shopping,買い物,31,小さな箱が四つあります。,ちいさな はこが よっつ あります。,There are four small boxes.
s037,五つ,いつつ,five things; five items,counter,shopping,買い物,31,花を五つ買いました。,はなを いつつ かいました。,I bought five flowers.
s038,六つ,むっつ,six things; six items,counter,shopping,買い物,31,お菓子を六つ買いました。,おかしを むっつ かいました。,I bought six sweets.
s039,七つ,ななつ,seven things; seven items,counter,shopping,買い物,31,りんごを七つ買いました。,りんごを ななつ かいました。,I bought seven apples.
s040,八つ,やっつ,eight things; eight items,counter,shopping,買い物,31,小さな花が八つあります。,ちいさな はなが やっつ あります。,There are eight small flowers.
s041,九つ,ここのつ,nine things; nine items,counter,shopping,買い物,31,お菓子を九つ買いました。,おかしを ここのつ かいました。,I bought nine sweets.
s042,十,とお,ten things; ten items,counter,shopping,買い物,31,りんごを十ください。,りんごを じゅっこ ください。,"Ten apples, please."
s043,店,みせ,shop; store,noun,shopping,みせ,32,小さな店で花を買いました。,ちいさな みせで はなを かいました。,I bought flowers at a small shop.
s044,～屋,～や,shop specializing in [something]; shopkeeper suffix,suffix,shopping,みせ,32,駅の近くの本屋へ行きます。,えきの ちかくの ほんやへ いきます。,I go to the bookstore near the station.
s045,デパート,でぱーと,department store,noun,shopping,みせ,32,母とデパートへ行きました。,ははと でぱーとへ いきました。,I went to the department store with my mother.
s046,コンビニ,こんびに,convenience store,noun,shopping,みせ,32,夜、コンビニで水を買います。,よる、こんびにで みずを かいます。,"At night, I buy water at the convenience store."
s047,売る,うる,to sell,verb,shopping,みせ,32,この店ではパンを売っています。,この みせでは ぱんを うって います。,This shop sells bread.
s048,売り場,うりば,sales floor; department; section,noun,shopping,みせ,32,この売り場に花があります。,この うりばに はなが あります。,There are flowers in this sales area.
s049,コーナー,こーなー,section; corner,noun,shopping,みせ,32,本のコーナーを見ます。,ほんの こーなーを みます。,I look at the book section.
s050,棚,たな,shelf,noun,shopping,みせ,32,棚に古い本があります。,たなに ふるい ほんが あります。,There are old books on the shelf.
s051,コピーする,こぴーする,to copy; to photocopy,verb,shopping,みせ,32,この紙をコピーします。,この かみを こぴーします。,I copy this paper.
s052,チケット,ちけっと,ticket,noun,shopping,みせ,32,コンサートのチケットを買いました。,こんさーとの ちけっとを かいました。,I bought a concert ticket.
s053,カタログ,かたろぐ,catalog,noun,shopping,みせ,32,家でカタログを見ます。,いえで かたろぐを みます。,I look at a catalog at home.
s054,雑誌,ざっし,magazine,noun,shopping,みせ,32,駅で雑誌を買いました。,えきで ざっしを かいました。,I bought a magazine at the station.
s055,新聞,しんぶん,newspaper,noun,shopping,みせ,32,父は朝、新聞を読みます。,ちちは あさ、しんぶんを よみます。,My father reads the newspaper in the morning.
s056,欲しい,ほしい,to want; desired,adjective,shopping,みせ,32,新しい靴が欲しいです。,あたらしい くつが ほしいです。,I want new shoes.
s057,できる,できる,can; be able to; be made,verb,shopping,みせ,32,駅の前に新しい店ができました。,えきの まえに あたらしい みせが できました。,A new shop opened in front of the station.
s058,～でございます,～でございます,is; am; are (very polite),expression,shopping,みせ,32,こちらが千円でございます。,こちらが せんえんで ございます。,"This is 1,000 yen."
s059,お探しですか,おさがしですか,are you looking for [something]?,expression,shopping,みせ,32,「何をお探しですか。」,「なにを おさがしですか。」,“What are you looking for?”
s060,見せる,みせる,to show,verb,shopping,みせ,32,その写真を見せてください。,その しゃしんを みせて ください。,Please show me that photo.
s061,かしこまりました,cashikomarimashita,I understand; certainly; understood,expression,shopping,みせ,32,「はい、かしこまりました。」,「はい、かしこまりました。」,“Certainly.”
s062,少々お待ちください,しょうしょうおまちください,please wait a moment,expression,shopping,みせ,32,「少々お待ちください。」,「しょうしょう おまち ください。」,“Please wait a moment.”
s063,ATM,えーてぃーえむ,ATM,noun,shopping,ATM,33,駅のATMでお金を下ろします。,えきの えーてぃーえむで おかねを おろします。,I withdraw money at the ATM at the station.
s064,～方,～かた,way of doing; how to [do something],suffix,shopping,ATM,33,この使い方を教えてください。,この つかいかたを おしえて ください。,Please tell me how to use this.
s065,お引き出しですか,おひきだしですか,would you like to make a withdrawal?,expression,shopping,ATM,33,「お引き出しですか。」,「おひきだしですか。」,“Are you making a withdrawal?”
s066,現金,げんきん,cash,noun,shopping,ATM,33,現金で払います。,げんきんで はらいます。,I pay in cash.
s067,下ろす,おろす,to withdraw; to take out,verb,shopping,ATM,33,ATMで五千円を下ろしました。,えーてぃーえむで ごせんえんを おろしました。,"I withdrew 5,000 yen from the ATM."
s068,まず,まず,first; to begin with,adverb,shopping,ATM,33,まずカードを入れます。,まず かーどを いれます。,"First, I insert the card."
s069,キャッシュカード,きゃっしゅかーど,cash card; ATM card,noun,shopping,ATM,33,キャッシュカードを持っています。,きゃっしゅかーどを もって います。,I have my cash card.
s070,次に,つぎに,next; secondly,adverb,shopping,ATM,33,次に暗証番号を押します。,つぎに あんしょうばんごうを おします。,"Next, I enter the PIN."
s071,暗証番号,あんしょうばんごう,PIN; personal identification number,noun,shopping,ATM,33,暗証番号を忘れました。,あんしょうばんごうを わすれました。,I forgot my PIN.
s072,押す,おす,to press; to push,verb,shopping,ATM,33,このボタンを押してください。,この ぼたんを おして ください。,Please press this button.
s073,それから,それから,and then; after that,conjunction,shopping,ATM,33,それから、お金を取ります。,それから、おかねを とります。,"After that, I take the money."
s074,金額,きんがく,amount of money,noun,shopping,ATM,33,金額を確認します。,きんがくを かくにんします。,I check the amount.
s075,確認する,かくにんする,to confirm; to check,verb,shopping,ATM,33,金額を確認してください。,きんがくを かくにんして ください。,Please check the amount.
s076,ボタン,ぼたん,button,noun,shopping,ATM,33,赤いボタンを押します。,あかい ぼたんを おします。,I press the red button.
s077,出る,でる,to come out; to leave; to appear,verb,shopping,ATM,33,ATMからお金が出ます。,えーてぃーえむから おかねが でます。,Money comes out of the ATM.
s078,変える,かえる,to change,verb,shopping,ATM,33,千円を百円に変えます。,せんえんを ひゃくえんに かえます。,"I change 1,000 yen into 100-yen coins."
s079,郵便局,ゆうびんきょく,post office,noun,shopping,ATM,33,郵便局へ手紙を出しに行きます。,ゆうびんきょくへ てがみを だしに いきます。,I go to the post office to send a letter.
s080,ポスト,ぽすと,postbox; mailbox,noun,shopping,おくる,34,帰りにポストを見ます。,かえりに ぽすとを みます。,I check the mailbox on my way home.
s081,手紙,てがみ,letter,noun,shopping,おくる,34,久しぶりに手紙を書きました。,ひさしぶりに てがみを かきました。,I wrote a letter for the first time in a while.
s082,葉書,はがき,postcard,noun,shopping,おくる,34,友達に葉書を送りました。,ともだちに はがきを おくりました。,I sent a postcard to my friend.
s083,年賀状,ねんがじょう,New Year's card,noun,shopping,おくる,34,毎年、年賀状を書きます。,まいとし、ねんがじょうを かきます。,I write New Year's cards every year.
s084,出す,だす,to send; to put out; to submit,verb,shopping,おくる,34,手紙をポストに出します。,てがみを ぽすとに だします。,I put the letter in the mailbox.
s085,メール,めーる,email; mail,noun,shopping,おくる,34,毎朝、友達にメールを送ります。,まいあさ、ともだちに めーるを おくります。,"Every morning, I send my friend an email."
s086,送る,おくる,to send,verb,shopping,おくる,34,遠い友達に写真を送ります。,とおい ともだちに しゃしんを おくります。,I send photos to a friend who lives far away.
s087,切手,きって,postage stamp,noun,shopping,おくる,34,手紙に切手を貼ります。,てがみに きってを はります。,I put a stamp on the letter.
s088,包む,つつむ,to wrap; to package,verb,shopping,おくる,34,プレゼントを紙で包みます。,ぷれぜんとを かみで つつみます。,I wrap a present in paper.
s089,封筒,ふうとう,envelope,noun,shopping,おくる,34,封筒に手紙を入れます。,ふうとうに てがみを いれます。,I put the letter in an envelope.
s090,外国,がいこく,foreign country,noun,shopping,おくる,34,外国の友達に手紙を書きます。,がいこくの ともだちに てがみを かきます。,I write a letter to a friend abroad.
s092,航空便,こうくうびん,airmail,noun,shopping,おくる,34,航空便で手紙を送ります。,こうくうびんで てがみを おくります。,I send the letter by airmail.
s093,船便,ふなびん,sea mail; surface mail,noun,shopping,おくる,34,船便で荷物を送ります。,ふなびんで にもつを おくります。,I send the package by sea mail.
s094,荷物,にもつ,luggage; package; parcel,noun,shopping,おくる,34,荷物を家へ送ります。,にもつを いえへ おくります。,I send the package home.
s095,重い,おもい,heavy,adjective,shopping,おくる,34,この荷物は重いです。,この にもつは おもいです。,This package is heavy.
s096,軽い,かるい,light (in weight),adjective,shopping,おくる,34,このかばんは軽いです。,この かばんは かるいです。,This bag is light.
s097,プレゼント,ぷれぜんと,present; gift,noun,shopping,プレゼント,35,プレゼントは箱の中で静かです。,ぷれぜんとは はこの なかで しずかです。,The present is quiet inside the box.
s098,あげる,あげる,to give,verb,shopping,プレゼント,35,大切な人に花をあげます。,たいせつな ひとに はなを あげます。,I give flowers to someone important to me.
s099,もらう,もらう,to receive; to get,verb,shopping,プレゼント,35,友達から小さな箱をもらいました。,ともだちから ちいさな はこを もらいました。,I received a small box from my friend.
s100,くれる,くれる,to give (to me/us),verb,shopping,プレゼント,35,友達が私に花をくれました。,ともだちが わたしに はなを くれました。,My friend gave me flowers.
s101,物,もの,thing; object,noun,shopping,プレゼント,35,物には思い出があります。,ものには おもいでが あります。,Things have memories.
s102,パーティー,ぱーてぃー,party,noun,shopping,プレゼント,35,小さなパーティーを始めます。,ちいさな ぱーてぃーを はじめます。,We start a small party.
s103,始める,はじめる,to begin; to start,verb,shopping,プレゼント,35,夜になって、パーティーを始めます。,よるに なって、ぱーてぃーを はじめます。,"When night comes, we start the party."
s104,誰,だれ,who,pronoun,shopping,プレゼント,35,誰かがドアの前にいます。,だれかが どあの まえに います。,Someone is in front of the door.
s105,どなた,どなた,who (polite),pronoun,shopping,プレゼント,35,どなたですか。,どなたですか。,Who is it?
s106,あの方,あのかた,that person (polite),pronoun,shopping,プレゼント,35,あの方は誰ですか。,あの かたは だれですか。,Who is that person?
s107,クリスマス,くりすます,Christmas,noun,shopping,プレゼント,35,クリスマスの夜に雪が降りました。,くりすますの よるに ゆきが ふりました。,It snowed on Christmas night.
s108,お誕生日,おたんじょうび,birthday,noun,shopping,プレゼント,35,お誕生日に花をあげます。,おたんじょうびに はなを あげます。,I give flowers on someone's birthday.
s109,生まれる,うまれる,to be born,verb,shopping,プレゼント,35,春に生まれました。,はるに うまれました。,I was born in spring.
